,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y,id,outliers
30174,34,4,1,5,0,0,0,1,3,4,2,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32364,1
23595,29,0,1,0,0,1,0,0,4,4,1,999,0,0,1.4,93.444,-36.1,4.963,1,23867,1
35959,29,0,0,5,0,1,0,0,2,2,3,6,1,1,-1.7,94.215,-40.3,0.835,0,40132,1
21774,50,0,1,0,0,0,1,0,4,1,4,999,0,0,1.4,93.444,-36.1,4.964,1,22030,1
27619,28,2,1,4,0,0,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.41,1,28851,1
28912,36,5,1,4,0,0,0,0,3,0,2,999,0,0,-1.8,92.893,-46.2,1.354,1,30531,1
20575,48,2,1,5,0,0,0,0,4,1,3,999,0,0,1.4,93.444,-36.1,4.965,1,20824,1
3761,51,3,1,4,0,0,0,1,3,4,3,999,0,0,1.1,93.994,-36.4,4.859,1,3835,1
11769,41,1,0,0,0,1,1,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.958,1,11945,1
30394,39,4,1,5,0,1,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32704,1
2028,59,3,1,3,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,2072,1
9471,35,0,1,5,0,0,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.961,1,9615,1
32910,52,0,0,0,0,0,1,0,5,0,1,999,0,0,-2.9,92.963,-40.8,1.266,1,36239,1
31329,29,3,1,4,0,1,0,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.281,1,34114,1
18082,37,3,1,1,0,1,0,0,2,1,4,999,0,0,1.4,93.918,-42.7,4.963,1,18315,1
27139,34,0,0,5,0,1,1,0,1,2,2,999,0,0,-1.8,93.075,-47.1,1.453,0,28204,1
17442,53,3,1,5,0,1,1,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.962,1,17667,1
11240,43,3,1,4,0,0,0,1,5,4,23,999,0,0,1.4,94.465,-41.8,4.959,1,11406,1
1595,32,0,1,5,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.855,1,1631,1
15753,32,4,1,3,0,0,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.96,1,15961,1
30260,57,4,2,3,0,0,0,0,3,4,3,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32496,1
15248,25,5,0,4,0,0,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.957,1,15454,1
3122,52,2,1,4,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,3187,1
27622,43,8,1,0,0,0,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.41,1,28854,1
10203,28,3,1,2,0,1,0,1,5,0,5,999,0,0,1.4,94.465,-41.8,4.96,1,10356,1
12411,50,5,1,0,0,1,0,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.96,1,12596,1
3089,46,9,1,3,0,1,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.86,1,3153,1
26349,52,5,1,0,0,1,1,0,8,4,2,999,0,0,-0.1,93.2,-42.0,4.021,1,27239,1
16861,46,8,1,0,0,0,1,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.962,1,17077,1
17796,50,4,2,2,0,0,1,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,0,18027,1
29346,31,4,1,5,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31137,1
33287,30,0,1,0,0,1,0,0,5,4,2,4,1,1,-2.9,92.963,-40.8,1.268,0,36699,1
16224,36,3,1,5,0,1,1,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,1,16433,1
13834,36,4,0,5,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,14032,1
18577,36,4,1,5,0,1,0,0,2,3,6,999,0,0,1.4,93.918,-42.7,4.968,1,18811,1
31052,48,0,2,0,0,1,0,1,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,1,33691,1
35454,85,9,1,3,0,1,0,0,1,2,1,6,2,1,-1.8,93.749,-34.6,0.642,0,39476,1
13419,25,0,0,5,0,1,0,1,2,3,2,999,0,0,1.4,93.918,-42.7,4.963,1,13615,1
27152,72,7,1,3,0,0,0,0,1,2,1,999,0,0,-1.8,93.075,-47.1,1.453,1,28220,1
25983,29,10,1,3,0,1,0,0,8,3,3,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26792,1
26721,31,0,0,0,0,1,0,0,6,0,1,999,0,0,-1.8,92.843,-50.0,1.811,1,27702,1
4952,39,0,0,0,0,0,1,1,3,4,4,999,0,0,1.1,93.994,-36.4,4.857,1,5039,1
11907,42,3,1,2,0,1,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.947,1,12085,1
1713,39,2,2,1,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1749,1
1716,33,0,1,5,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1752,1
28525,66,7,1,1,0,1,1,0,1,4,4,999,0,0,-1.8,93.075,-47.1,1.4,1,30084,1
34759,30,2,1,1,0,1,1,0,0,3,2,999,0,0,-3.4,92.431,-26.9,0.722,0,38554,1
33536,35,0,0,5,0,1,0,0,2,4,2,14,2,2,-2.9,92.469,-33.6,1.0590000000000002,1,36989,1
33383,34,0,1,5,0,0,0,0,5,0,1,999,0,0,-2.9,92.963,-40.8,1.26,1,36806,1
28337,39,0,0,5,0,0,0,0,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,1,29854,1
34795,59,7,2,3,0,1,0,1,0,4,4,999,0,0,-3.4,92.431,-26.9,0.72,1,38598,1
7009,39,4,1,5,0,0,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.86,1,7114,1
34,55,3,1,3,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,35,1
36044,31,6,0,0,0,1,1,0,2,4,2,999,0,0,-1.7,94.215,-40.3,0.885,0,40241,1
22182,29,0,0,0,0,0,0,0,4,4,1,999,0,0,1.4,93.444,-36.1,4.964,1,22443,1
16357,49,3,1,0,0,1,0,0,2,1,2,999,0,0,1.4,93.918,-42.7,4.963,1,16567,1
21990,56,7,1,3,0,0,0,0,4,3,2,999,0,0,1.4,93.444,-36.1,4.963,1,22248,1
14790,30,0,1,2,0,1,1,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,14993,1
14908,24,0,0,5,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,15112,1
29267,48,3,0,3,0,0,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.344,1,31021,1
36322,57,8,1,0,0,0,0,0,7,4,2,6,2,1,-1.1,94.199,-37.5,0.883,0,40601,1
26447,36,0,1,2,0,1,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.021,1,27367,1
24073,45,3,2,4,0,1,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24404,1
36307,30,8,1,0,0,1,0,1,7,1,1,999,0,0,-1.1,94.199,-37.5,0.8859999999999999,1,40578,1
19190,47,5,1,2,0,0,0,1,4,1,3,999,0,0,1.4,93.444,-36.1,4.967,1,19431,1
18131,42,0,1,5,0,0,1,0,2,3,5,999,0,0,1.4,93.918,-42.7,4.968,1,18364,1
7142,37,0,0,0,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,0,7248,1
31985,30,8,0,0,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.25,0,35040,1
29295,36,0,1,0,0,1,0,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.334,1,31062,1
1185,47,4,1,5,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.855,1,1218,1
10066,35,10,1,0,0,1,0,1,5,0,4,999,0,0,1.4,94.465,-41.8,4.96,1,10216,1
5669,35,0,1,5,0,0,1,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.857,1,5764,1
20686,29,0,0,5,0,0,0,0,4,3,2,999,0,0,1.4,93.444,-36.1,4.964,1,20936,1
34289,39,3,1,4,0,1,0,0,7,4,1,3,1,1,-3.4,92.379,-29.8,0.8029999999999999,0,37953,1
34690,29,2,0,1,0,1,0,0,0,0,2,999,0,0,-3.4,92.431,-26.9,0.731,1,38470,1
19622,35,0,1,0,0,0,0,0,4,4,1,999,0,0,1.4,93.444,-36.1,4.966,1,19866,1
21979,30,2,0,5,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.963,1,22237,1
4825,26,0,1,4,0,1,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4908,1
32168,27,0,0,2,0,1,0,1,3,4,4,999,0,0,-1.8,92.893,-46.2,1.25,1,35298,1
18200,45,3,0,0,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.968,1,18433,1
29055,41,3,1,4,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.344,1,30706,1
30457,32,3,1,4,0,1,1,0,3,0,3,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32803,1
2693,39,10,0,0,0,0,1,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.859,1,2752,1
29313,41,5,1,3,0,1,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31087,1
6536,32,3,1,2,0,1,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.857,1,6637,1
17164,55,0,1,5,0,1,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.962,0,17382,1
7170,46,1,1,3,0,0,0,1,3,3,24,999,0,0,1.1,93.994,-36.4,4.86,1,7277,1
14576,52,8,1,0,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.957,1,14777,1
845,40,3,1,5,0,1,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.856,1,871,1
29195,41,3,1,3,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.344,1,30909,1
21897,32,2,0,1,0,1,1,0,4,3,2,999,0,0,1.4,93.444,-36.1,4.963,1,22155,1
1866,26,0,0,5,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.855,1,1905,1
29748,33,0,0,0,0,1,0,0,3,3,1,999,0,0,-1.8,92.893,-46.2,1.327,1,31736,1
25457,45,5,1,0,0,1,0,1,8,1,7,999,0,0,-0.1,93.2,-42.0,4.12,1,26169,1
36049,35,3,1,4,0,1,0,0,2,0,1,6,2,1,-1.7,94.215,-40.3,0.889,0,40249,1
26,59,2,1,5,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,26,1
30367,32,2,0,1,0,1,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32659,1
3857,47,8,1,3,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,3932,1
23149,33,0,0,0,0,0,0,0,4,1,4,999,0,0,1.4,93.444,-36.1,4.964,1,23417,1
1151,31,2,1,1,0,0,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.855,1,1184,1
8804,46,3,1,3,0,1,0,1,5,3,3,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8931,1
31970,31,3,1,4,0,0,0,0,3,4,2,999,0,0,-1.8,92.893,-46.2,1.25,1,35023,1
32244,25,6,0,5,0,1,0,0,3,0,2,999,0,0,-1.8,92.893,-46.2,1.244,1,35418,1
20975,36,0,2,0,0,1,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.963,1,21228,1
36603,68,7,2,5,0,1,1,0,0,0,1,3,1,1,-1.1,94.601,-49.5,1.0,0,40973,1
1581,51,3,1,5,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1617,1
35818,69,7,2,1,0,0,0,0,5,4,6,12,2,2,-1.7,94.055,-39.8,0.748,0,39939,1
14944,32,0,0,0,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,15148,1
6150,53,2,1,1,0,1,1,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.857,1,6246,1
13944,31,0,0,5,0,1,0,1,2,0,3,999,0,0,1.4,93.918,-42.7,4.962,1,14143,1
9391,41,2,0,2,0,0,1,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.961,1,9535,1
3498,44,8,0,0,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.859,0,3566,1
19301,32,2,1,0,0,0,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.968,1,19542,1
33872,59,2,1,0,0,0,0,0,4,1,4,999,0,0,-2.9,92.201,-31.4,0.879,1,37413,1
24451,37,2,1,1,0,1,0,0,8,2,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,24887,1
26997,32,2,1,1,0,1,0,0,1,1,2,999,0,0,-1.8,93.075,-47.1,1.4980000000000002,1,28000,1
19066,59,9,1,3,0,0,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.967,1,19304,1
8506,56,9,1,3,0,0,0,1,5,1,1,999,0,0,1.4,94.465,-41.8,4.864,1,8629,1
26384,37,0,1,0,0,1,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.021,1,27283,1
24615,39,8,0,5,0,1,0,0,8,2,3,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25102,1
4416,34,3,1,3,0,0,1,1,3,2,3,999,0,0,1.1,93.994,-36.4,4.856,1,4498,1
8808,49,3,1,3,0,1,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8935,1
33366,32,8,1,0,0,1,0,0,5,0,3,999,0,0,-2.9,92.963,-40.8,1.26,1,36787,1
30551,49,3,0,5,0,1,0,0,3,0,3,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32946,1
29424,32,3,1,3,0,1,1,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31252,1
10303,49,8,1,5,0,1,0,1,5,0,18,999,0,0,1.4,94.465,-41.8,4.96,1,10457,1
21886,34,0,1,5,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.963,1,22144,1
30904,55,3,1,3,0,1,0,1,3,2,2,999,0,0,-1.8,92.893,-46.2,1.291,1,33455,1
19158,37,8,1,0,0,1,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.967,1,19398,1
12447,24,4,0,5,0,0,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.96,1,12633,1
8080,29,0,1,5,0,1,0,1,5,2,1,999,0,0,1.4,94.465,-41.8,4.864,1,8200,1
31293,42,3,1,3,0,0,0,1,3,1,2,999,0,0,-1.8,92.893,-46.2,1.281,1,34055,1
28409,40,0,1,1,0,0,0,0,1,0,3,999,0,0,-1.8,93.075,-47.1,1.405,1,29950,1
24028,43,8,1,0,0,0,0,0,8,0,2,999,0,0,-0.1,93.2,-42.0,4.191,1,24345,1
15222,29,3,0,4,0,0,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.957,1,15428,1
34383,46,10,1,0,0,1,1,0,7,0,1,999,0,0,-3.4,92.379,-29.8,0.7709999999999999,1,38068,1
30886,25,2,1,0,0,0,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33432,1
9175,46,3,1,1,0,0,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.967,1,9310,1
20216,38,0,1,0,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.966,1,20462,1
8740,28,2,0,1,0,0,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,0,8866,1
6113,30,4,0,5,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6209,1
11173,29,0,0,5,0,1,1,1,5,3,10,999,0,0,1.4,94.465,-41.8,4.961,1,11338,1
6662,38,9,1,2,0,1,1,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.857,1,6763,1
15488,27,2,0,1,0,0,0,0,2,0,4,999,0,0,1.4,93.918,-42.7,4.96,1,15695,1
6068,39,8,0,0,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,0,6164,1
619,29,0,1,5,0,1,0,1,3,2,3,999,0,0,1.1,93.994,-36.4,4.857,1,641,1
8641,45,1,1,0,0,1,0,1,5,3,11,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8765,1
1425,32,0,2,5,0,0,1,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.855,1,1459,1
20823,29,2,1,0,0,1,0,1,4,3,1,999,0,0,1.4,93.444,-36.1,4.964,1,21075,1
8979,54,5,1,4,0,0,1,1,5,4,6,999,0,0,1.4,94.465,-41.8,4.967,1,9110,1
12358,29,2,1,1,0,1,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.96,1,12543,1
5350,39,4,1,5,0,1,0,1,3,4,6,999,0,0,1.1,93.994,-36.4,4.857,0,5442,1
1040,57,8,2,0,0,0,0,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.856,1,1072,1
22539,57,3,1,4,0,1,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.965,1,22802,1
7701,28,4,1,5,0,0,0,1,5,0,2,999,0,0,1.4,94.465,-41.8,4.865,0,7819,1
11123,55,2,1,1,0,0,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.961,1,11288,1
10894,45,0,1,5,0,0,0,1,5,1,8,999,0,0,1.4,94.465,-41.8,4.962,1,11056,1
12154,31,0,2,0,0,1,0,1,2,4,1,999,0,0,1.4,93.918,-42.7,4.959,1,12334,1
31168,27,0,0,5,0,0,0,1,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,1,33869,1
7819,53,8,2,0,0,0,0,1,5,0,4,999,0,0,1.4,94.465,-41.8,4.865,1,7937,1
11412,36,3,1,1,0,1,0,1,5,4,5,999,0,0,1.4,94.465,-41.8,4.959,1,11582,1
30333,34,0,1,5,0,1,1,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32608,1
19840,44,2,1,1,0,0,1,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,20085,1
4439,35,0,1,0,0,0,0,1,3,2,8,999,0,0,1.1,93.994,-36.4,4.856,1,4521,1
19403,57,2,1,5,0,0,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.968,1,19645,1
9596,45,3,1,3,0,1,0,1,5,0,2,999,0,0,1.4,94.465,-41.8,4.961,1,9740,1
30057,33,3,0,2,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32188,1
6008,47,0,1,5,0,0,0,1,3,2,3,999,0,0,1.1,93.994,-36.4,4.857,0,6104,1
1878,37,9,0,4,0,1,1,1,3,4,3,999,0,0,1.1,93.994,-36.4,4.855,1,1918,1
16213,39,0,1,2,0,1,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,1,16422,1
27454,45,8,1,0,0,0,0,1,1,1,4,999,0,0,-1.8,93.075,-47.1,1.415,1,28616,1
11694,55,2,1,1,0,1,1,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.959,1,11866,1
22880,32,2,0,1,0,1,0,0,4,2,2,999,0,0,1.4,93.444,-36.1,4.965,1,23145,1
7961,41,3,1,3,0,0,0,1,5,0,2,999,0,0,1.4,94.465,-41.8,4.865,1,8080,1
32868,38,8,1,0,0,1,0,0,3,1,2,2,1,1,-1.8,92.893,-46.2,1.27,0,36189,1
3874,32,3,0,2,0,1,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,3949,1
17917,33,3,2,4,0,1,0,0,2,1,2,999,0,0,1.4,93.918,-42.7,4.963,0,18150,1
3005,55,2,1,1,0,0,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.859,1,3067,1
25056,33,4,0,5,0,0,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25665,1
9056,42,7,1,4,0,0,0,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.967,1,9187,1
15305,47,0,0,0,0,0,1,1,2,4,9,999,0,0,1.4,93.918,-42.7,4.957,1,15511,1
36174,59,7,1,1,0,1,0,0,4,4,2,3,2,1,-1.7,94.027,-38.3,0.905,0,40413,1
14759,23,3,0,3,0,0,0,0,2,1,6,999,0,0,1.4,93.918,-42.7,4.957,1,14962,1
8934,31,4,1,5,0,1,0,1,5,3,12,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,9064,1
32920,47,8,1,0,0,0,0,0,5,0,1,999,0,0,-2.9,92.963,-40.8,1.266,1,36252,1
26027,39,4,0,5,0,0,0,0,8,3,4,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26850,1
30206,55,8,1,3,0,0,0,0,3,4,4,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32410,1
502,42,3,1,3,0,0,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.857,1,518,1
4673,38,2,1,1,0,1,1,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4756,1
18225,32,0,1,5,0,1,1,0,2,3,22,999,0,0,1.4,93.918,-42.7,4.968,1,18458,1
33937,22,6,0,2,0,1,0,0,4,3,2,4,2,1,-2.9,92.201,-31.4,0.873,0,37495,1
21769,43,0,1,0,0,0,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.964,1,22025,1
19119,58,3,1,3,0,1,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.967,1,19358,1
19286,58,7,1,1,0,1,1,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.968,1,19527,1
24509,35,0,1,5,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,24964,1
9982,44,0,0,0,0,0,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.958,1,10130,1
26558,37,1,1,0,0,0,0,1,8,4,9,999,0,0,-0.1,93.2,-42.0,4.021,1,27507,1
31266,34,0,1,2,0,1,0,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.281,1,34017,1
11045,52,3,1,3,0,1,0,1,5,3,4,999,0,0,1.4,94.465,-41.8,4.961,1,11209,1
30838,48,8,1,4,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,0,33359,1
20577,45,3,1,2,0,0,1,0,4,1,8,999,0,0,1.4,93.444,-36.1,4.965,1,20826,1
15548,30,0,0,5,0,0,1,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.96,1,15755,1
35162,29,2,0,0,0,1,0,0,9,0,2,999,0,0,-3.0,92.713,-33.0,0.7090000000000001,0,39076,1
25307,35,0,1,0,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25986,1
9493,25,4,0,5,0,1,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.961,1,9637,1
5189,37,8,1,0,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.857,1,5280,1
24105,57,0,1,0,0,1,0,0,8,0,2,999,0,0,-0.1,93.2,-42.0,4.191,1,24442,1
21065,31,2,0,1,0,1,0,0,4,0,7,999,0,0,1.4,93.444,-36.1,4.963,1,21318,1
25202,31,3,0,3,0,0,1,0,8,1,2,999,0,0,-0.1,93.2,-42.0,4.12,1,25852,1
18411,28,3,1,3,0,1,0,0,2,3,9,999,0,0,1.4,93.918,-42.7,4.968,1,18645,1
25458,32,0,0,0,0,0,0,0,8,1,2,999,0,0,-0.1,93.2,-42.0,4.12,1,26170,1
9143,34,3,1,3,0,1,1,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.967,1,9278,1
17122,50,8,2,0,0,0,0,0,2,0,6,999,0,0,1.4,93.918,-42.7,4.962,1,17339,1
20353,56,0,1,1,0,1,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.965,1,20599,1
14838,29,0,0,0,0,1,1,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,15041,1
19855,41,1,1,1,0,0,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,20100,1
33322,32,8,0,0,0,0,0,0,5,0,2,3,1,1,-2.9,92.963,-40.8,1.281,0,36735,1
22488,35,2,1,1,0,1,0,0,4,0,4,999,0,0,1.4,93.444,-36.1,4.965,1,22751,1
35095,54,2,2,0,0,0,0,0,9,0,1,999,0,0,-3.0,92.713,-33.0,0.7170000000000001,1,38992,1
22482,30,0,0,0,0,0,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.965,1,22745,1
23489,30,0,0,0,0,1,0,0,4,3,11,999,0,0,1.4,93.444,-36.1,4.962,0,23759,1
19401,33,0,1,0,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.968,1,19643,1
28443,54,8,1,0,0,0,0,0,1,2,1,999,0,0,-1.8,93.075,-47.1,1.405,0,29989,1
7439,59,2,1,5,0,0,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.864,1,7554,1
17193,39,3,1,5,0,1,0,0,2,0,4,999,0,0,1.4,93.918,-42.7,4.962,1,17413,1
24071,45,3,1,2,0,1,0,0,8,0,2,999,0,0,-0.1,93.2,-42.0,4.191,0,24402,1
17848,34,2,1,1,0,1,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,1,18080,1
3941,31,3,1,4,0,1,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4017,1
1714,33,8,0,0,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1750,1
11464,55,0,2,0,0,1,0,1,5,4,6,999,0,0,1.4,94.465,-41.8,4.959,1,11635,1
34515,42,8,0,0,0,0,0,0,0,0,1,6,1,1,-3.4,92.431,-26.9,0.743,1,38238,1
22280,52,9,1,0,0,1,0,0,4,4,2,999,0,0,1.4,93.444,-36.1,4.964,1,22541,1
8482,28,3,0,4,0,1,0,1,5,1,1,999,0,0,1.4,94.465,-41.8,4.864,1,8605,1
23239,36,0,0,0,0,1,0,0,4,3,3,999,0,0,1.4,93.444,-36.1,4.962,1,23507,1
6664,28,3,0,4,0,0,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.857,1,6765,1
4034,34,3,1,4,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4112,1
13613,30,1,1,0,0,1,0,1,2,3,10,999,0,0,1.4,93.918,-42.7,4.963,1,13809,1
30732,24,6,0,3,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33211,1
2846,35,8,1,0,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.859,1,2908,1
15693,25,5,0,1,0,1,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.96,1,15900,1
19224,30,2,0,0,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.968,1,19465,1
2291,53,2,1,1,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,1,2343,1
23706,48,3,1,3,0,1,0,0,4,4,6,999,0,0,1.4,93.444,-36.1,4.963,1,23981,1
28498,34,3,1,3,0,1,0,0,1,3,2,999,0,0,-1.8,93.075,-47.1,1.406,1,30053,1
7076,53,1,1,3,0,0,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,7182,1
34822,32,0,0,0,0,0,0,0,8,0,2,999,0,0,-3.4,92.649,-30.1,0.722,1,38631,1
22054,47,3,1,3,0,0,1,0,4,3,3,999,0,0,1.4,93.444,-36.1,4.963,1,22313,1
13826,28,9,1,5,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,14024,1
